vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
0.46,3.49667248e-12,7.83196323e-11,1.11624612e-13,2.02215843e-14,1.0304178,22.398332342524686,3.49667248e-13,701.6340831715501,616.418399110532
0.47,4.41082783e-12,1.05887838e-10,1.5106213e-13,2.01618277e-14,1.0304178,24.006341231414602,4.41082783e-13,700.9555472307984,835.8653333305608
0.48,5.64644001e-12,1.43087157e-10,2.04360911e-13,2.01099926e-14,1.0304178,25.341127639112205,5.64644001e-13,700.1689134180851,1132.4235061884654
0.49,7.31562936e-12,1.93241105e-10,2.76351805e-13,2.00664186e-14,1.0304178,26.41482987869686,7.315629360000001e-13,699.2576183824817,1532.673950561859
0.5,9.56910442e-12,2.60797002e-10,3.73526146e-13,2.00314759e-14,1.0304178,27.2540658512325,9.56910442e-13,698.2028026493224,2072.0955469809846
0.51,1.26091532e-11,3.51693179e-10,5.04593574e-13,2.00055665e-14,1.0304178,27.891895151214438,1.26091532e-12,696.9830713698308,2797.906667104516
0.52,1.67068481e-11,4.73839183e-10,6.81220141e-13,1.99891246e-14,1.0304178,28.36197349516813,1.67068481e-12,695.5742416899561,3772.743915212535
0.53,2.22247446e-11,6.37739992e-10,9.1900106e-13,1.9982618e-14,1.0304178,28.69504255180507,2.22247446e-12,693.9491364678078,5079.388102909528
0.54,2.96466957e-11,8.57301793e-10,1.23873687e-12,1.99865481e-14,1.0304178,28.91727974257853,2.9646695699999996e-12,692.0774005862924,6826.78256369317
0.55,3.96168138e-11,1.15086367e-09,1.6680988e-12,2.00014508e-14,1.0304178,29.049879574111536,3.9616813799999996e-12,689.9253629341379,9157.617801673656
0.56,5.29900892e-11,1.5425061e-09,2.24378874e-12,2.0027897e-14,1.0304178,29.109332014485457,5.29900892e-12,687.456030285632,12257.775769687723
0.57,7.08977059e-11,2.0636916e-09,3.01432117e-12,2.00664867e-14,1.0304178,29.10801659662728,7.08977059e-12,684.628970707856,16367.923496903044
0.58,9.48306759e-11,2.75529794e-09,4.04357726e-12,2.01178638e-14,1.0304178,29.054922511630018,9.48306759e-12,681.4010869177755,21797.507488937095
0.59,1.26745995e-10,3.67009686e-09,5.41530446e-12,2.01827048e-14,1.0304178,28.95631424093519,1.2674599499999999e-11,677.7267810349485,28941.31696833042
0.6,1.6920001e-10,4.87572461e-09,7.23875231e-12,2.02617174e-14,1.0304178,28.816337599507236,1.6920001e-11,673.5587019968086,38298.61297129253
0.61,2.2551407e-10,6.45817036e-09,9.65564814e-12,2.03556412e-14,1.0304178,28.637549577283583,2.2551407e-11,668.8489748550428,50494.588994993945
